Age,Education Level,Years of Experience,Industry,Role,Hours Worked per Week,Job Satisfaction,Number of Projects Completed,Performance
55,4,19,3,1,20,2,16,0
45,2,45,5,4,20,4,2,0
20,1,16,3,3,45,3,3,0
58,4,9,5,2,45,1,18,0
48,2,18,1,5,51,1,2,0
20,2,38,5,3,58,5,1,0
55,4,21,1,2,58,5,2,0
41,1,3,3,3,27,4,2,0
43,4,25,2,1,39,2,7,0
58,2,33,4,5,63,3,18,0
64,4,42,4,6,51,1,17,0
45,1,22,5,2,21,4,13,0
26,1,7,3,3,38,5,0,0
54,1,6,4,8,59,2,12,0
44,4,33,3,2,33,2,17,0
20,3,32,1,2,58,5,14,1
58,4,18,5,8,28,4,18,0
45,3,38,1,8,61,4,4,0
49,2,0,4,6,50,1,12,0
52,1,40,5,8,64,3,8,0
24,1,39,3,7,50,3,8,0
24,1,41,4,2,28,5,0,0
38,3,2,4,3,22,5,15,0
49,4,9,2,6,55,4,5,1
55,1,5,3,4,25,5,9,0
37,2,25,3,6,38,5,8,0
25,4,3,2,7,57,2,19,0
21,2,17,5,7,33,4,7,0
43,1,16,2,9,46,5,8,0
32,2,32,4,7,20,2,8,0
23,2,43,5,9,39,1,1,0
49,2,30,3,9,34,3,7,0
22,1,13,4,1,57,2,0,0
61,1,26,5,3,20,2,13,0
63,4,12,1,8,27,2,9,0
23,4,27,4,3,30,3,11,0
20,1,5,1,8,46,4,15,0
46,1,36,2,9,24,5,11,0
36,2,34,4,9,42,3,17,0
27,1,45,3,5,58,5,19,0
24,3,5,5,5,60,4,5,1
62,3,29,1,3,26,3,8,0
18,3,42,3,1,34,5,18,0
18,4,18,2,8,46,5,3,0
34,1,21,3,2,34,2,2,0
39,3,36,4,3,39,1,14,0
53,1,43,3,4,40,3,4,0
31,4,13,2,7,44,1,16,0
23,2,41,1,2,35,4,0,0
47,1,5,4,7,41,2,2,0
63,1,1,4,7,33,1,0,0
64,2,23,3,4,57,4,4,0
50,2,33,1,5,27,2,13,0
37,1,19,3,2,21,3,12,0
33,1,30,2,7,43,4,16,0
21,3,16,2,6,32,3,9,0
51,3,3,3,5,33,1,17,0
18,2,42,5,7,55,3,16,0
30,1,26,1,3,36,2,1,0
25,3,0,3,2,59,2,17,0
39,2,22,5,3,20,3,17,0
21,1,9,5,1,43,3,14,0
51,3,24,4,4,38,5,13,0
62,1,22,1,2,21,4,12,0
54,2,21,4,3,48,4,9,1
40,2,4,3,9,64,3,11,0
37,2,31,4,9,55,3,1,0
41,4,4,1,4,64,1,13,0
44,3,19,3,4,55,5,15,1
30,3,8,1,2,51,1,7,0
22,4,12,2,3,33,3,10,0
33,1,16,4,7,50,1,14,0
55,2,16,5,2,23,5,9,0
46,4,21,1,2,46,1,18,0
43,2,16,5,5,25,1,15,0
39,2,45,2,9,64,4,7,1
41,1,37,3,1,28,5,14,0
30,3,3,1,5,25,4,10,0
60,4,43,4,8,40,4,17,0
38,1,31,2,7,48,4,8,0
18,4,30,3,9,29,2,15,0
21,2,1,3,4,54,2,7,0
20,4,32,2,5,30,1,10,0
40,4,38,3,1,34,3,11,0
33,2,6,1,3,61,5,8,1
62,3,20,3,8,31,5,15,0
30,3,37,4,2,30,3,9,0
56,1,28,5,9,64,1,16,0
48,1,19,2,6,64,2,11,0
41,3,14,1,7,50,3,3,0
64,4,23,2,9,26,2,7,0
32,2,9,2,2,42,2,5,0
22,2,7,5,7,58,1,7,0
39,3,42,4,6,34,1,6,0
39,4,20,3,8,53,3,7,0
28,3,44,5,2,20,2,3,0
41,2,21,4,1,33,1,18,0
62,4,13,1,6,38,1,14,0
27,2,30,1,1,59,5,3,0
64,2,28,3,5,62,2,1,0
51,3,13,3,2,29,2,12,0
28,1,17,2,8,27,5,8,0
60,2,39,3,1,43,1,5,0
46,3,6,1,2,53,3,19,0
39,3,13,4,2,60,2,19,0
50,2,17,1,7,56,4,18,1
25,3,6,5,5,60,2,17,0
49,4,9,3,5,45,4,7,1
57,3,29,2,8,58,1,9,0
62,4,21,4,9,50,5,17,1
40,4,1,1,6,33,5,18,0
22,1,40,1,9,48,3,11,0
48,4,18,3,5,60,5,6,1
46,4,42,2,3,49,2,13,0
23,4,7,3,8,39,2,15,0
42,1,36,1,8,22,5,16,0
42,1,23,4,7,39,2,13,0
48,3,23,1,4,60,1,18,0
31,4,13,5,5,56,3,18,0
34,2,29,2,7,38,5,12,0
33,2,3,4,7,48,4,5,0
45,4,1,5,5,53,3,3,0
26,4,29,5,3,51,5,9,1
19,1,9,2,2,21,3,6,0
21,2,30,3,5,20,4,9,0
37,3,41,2,3,63,2,8,0
58,1,28,2,6,28,2,19,0
53,1,44,4,3,55,4,10,0
54,3,22,4,2,53,5,13,1
23,3,46,2,4,25,5,10,0
18,4,9,1,2,24,3,5,0
62,4,35,1,1,27,2,2,0
20,1,18,5,4,37,5,7,0
54,4,19,2,2,58,5,15,1
62,1,34,4,7,52,4,12,0
59,2,41,2,2,49,1,0,0
20,4,44,1,9,42,4,8,1
60,1,21,5,8,45,1,15,0
50,3,2,1,7,23,5,1,0
32,1,13,1,8,25,1,15,0
21,1,0,1,4,20,1,0,0
32,2,43,3,8,62,3,14,0
24,2,31,4,4,24,1,13,0
64,4,2,5,4,49,1,9,0
21,2,21,4,3,41,5,17,1
20,1,42,3,4,22,4,2,0
40,3,23,1,4,43,5,5,1
31,3,24,5,7,64,4,13,1
23,2,34,4,8,49,3,18,0
50,2,31,1,2,40,5,9,0
26,3,9,5,8,45,3,2,0
29,4,25,1,3,57,3,6,0
52,2,9,2,5,46,2,19,0
48,1,29,4,8,51,5,4,0
20,2,33,3,6,29,1,8,0
63,3,13,5,6,23,1,7,0
53,2,14,3,1,34,1,18,0
30,4,19,4,1,46,4,19,1
30,2,32,4,8,57,1,4,0
51,2,21,2,8,61,1,7,0
38,1,4,3,4,31,2,3,0
51,4,42,5,1,34,2,9,0
59,3,40,4,9,50,5,10,1
60,4,22,2,8,27,3,17,0
45,2,17,5,5,46,4,9,1
64,4,37,2,4,53,3,18,0
52,4,11,1,9,51,1,2,0
31,1,39,1,9,44,3,17,0
35,3,12,2,3,61,4,0,0
36,3,4,2,9,25,5,11,0
36,1,35,1,3,61,5,4,0
50,1,20,1,7,34,4,9,0
52,3,30,5,5,63,5,8,1
37,2,15,5,6,24,1,9,0
46,1,38,4,9,42,2,10,0
25,1,27,1,2,20,5,9,0
42,1,27,3,1,30,4,4,0
34,1,15,2,1,55,2,10,0
18,1,6,4,6,56,3,19,0
55,1,29,1,3,40,1,11,0
47,3,10,1,3,63,3,8,0
45,2,37,5,6,42,3,16,0
50,2,5,1,3,53,4,7,1
30,4,31,3,4,64,3,0,0
41,4,11,5,1,48,1,5,0
61,4,10,5,6,44,1,9,0
54,2,43,2,2,41,1,8,0
39,4,23,1,9,44,5,5,1
30,4,34,2,3,46,2,17,0
57,3,13,1,5,24,1,1,0
29,3,5,2,8,26,4,17,0
58,3,15,5,1,60,5,5,1
63,1,44,2,2,61,3,18,0
24,1,37,1,1,43,1,1,0
53,1,7,3,6,44,1,19,0
46,3,1,5,1,53,5,19,0
46,2,44,4,5,45,3,19,0
43,1,38,1,4,43,1,15,0
44,3,5,2,9,35,5,5,0
41,1,1,4,6,26,3,17,0
48,2,38,5,8,38,5,8,0
24,2,46,4,2,42,5,8,1
34,4,27,5,9,29,3,17,0
50,3,36,3,4,20,1,10,0
51,1,19,5,1,50,3,8,0
35,4,28,2,7,63,4,13,1
58,1,46,5,6,59,4,15,0
22,2,25,5,5,43,1,6,0
18,3,32,2,5,32,2,18,0
24,3,6,5,5,51,5,1,0
51,1,10,3,6,46,5,3,0
20,1,46,3,6,20,5,12,0
53,3,44,2,5,34,3,17,0
52,2,39,3,4,47,2,15,0
29,4,33,5,5,25,2,11,0
32,1,31,3,1,27,5,3,0
21,3,27,5,9,44,5,13,1
50,3,17,5,8,30,1,9,0
33,3,10,5,5,45,5,15,1
46,4,24,1,3,52,2,5,0
23,3,37,3,6,27,1,17,0
54,4,27,1,3,61,5,16,1
40,3,14,3,3,33,5,10,0
30,2,44,5,4,63,4,16,1
61,4,1,3,3,21,5,3,0
18,1,24,2,2,44,5,6,0
29,2,20,5,4,40,5,19,0
44,3,43,4,9,46,1,2,0
42,1,12,5,3,34,1,10,0
39,4,33,1,1,38,2,5,0
51,1,46,4,5,55,1,19,0
35,3,5,2,4,45,3,15,0
58,2,6,3,9,58,4,2,0
33,2,7,5,3,48,3,16,0
46,1,43,1,4,25,3,7,0
47,1,39,2,6,22,1,10,0
47,3,32,2,6,44,3,19,0
37,2,39,2,1,32,3,1,0
64,2,43,5,7,42,1,10,0
39,3,11,1,2,27,4,15,0
59,2,18,1,4,30,1,17,0
51,4,41,3,1,55,1,11,0
21,2,23,2,7,56,3,14,0
48,3,7,5,9,59,5,15,1
31,4,46,1,8,56,2,19,0
25,2,21,3,5,31,4,6,0
54,1,21,4,4,30,3,18,0
22,2,25,5,5,21,2,6,0
25,1,7,3,6,50,2,13,0
28,2,41,5,9,25,4,14,0
46,3,12,3,8,35,5,13,0
38,3,26,5,2,59,5,1,0
56,1,45,5,6,63,3,14,0
30,4,44,2,3,25,3,11,0
36,2,21,5,9,32,4,4,0
20,4,3,2,1,37,2,4,0
51,2,46,2,6,26,4,5,0
55,4,40,2,9,47,1,18,0
36,1,30,5,6,35,1,9,0
49,4,1,4,5,50,5,1,0
64,4,28,4,5,60,2,0,0
53,1,26,3,4,63,2,16,0
56,1,2,2,3,53,2,19,0
31,3,20,2,2,52,3,8,0
24,4,34,4,9,27,2,14,0
37,2,13,3,2,55,2,0,0
49,4,3,3,3,46,5,13,0
63,3,1,4,3,39,2,14,0
48,3,40,3,3,22,4,11,0
39,4,38,2,7,46,2,19,0
22,1,25,2,9,64,5,12,0
48,1,8,3,3,54,2,7,0
32,3,11,4,7,40,4,7,0
61,4,2,3,2,26,2,14,0
34,2,28,3,7,23,3,10,0
54,1,19,2,8,22,4,2,0
36,2,15,2,1,32,1,6,0
27,1,30,5,3,42,4,19,0
61,4,45,3,1,49,1,1,0
51,4,3,2,2,57,5,6,0
42,1,29,4,3,50,1,8,0
54,4,8,2,7,61,4,0,0
45,4,14,5,9,49,4,17,1
32,2,27,3,5,26,3,17,0
37,4,16,2,1,49,4,5,1
30,3,10,3,8,44,5,6,1
37,3,40,2,9,34,1,10,0
60,3,41,4,7,29,2,6,0
48,3,40,1,6,37,1,15,0
35,3,10,4,6,60,5,13,1
58,2,8,4,6,31,3,12,0
45,1,29,2,2,55,2,15,0
64,1,34,1,8,38,3,0,0
21,1,10,2,9,59,2,19,0
41,3,2,4,8,59,3,0,0
61,3,36,3,3,42,2,8,0
62,4,0,3,7,55,4,16,0
26,1,46,2,2,51,4,12,0
64,4,18,3,7,49,2,10,0
49,2,0,3,5,31,3,6,0
49,2,36,2,2,39,3,1,0
56,3,14,3,8,24,4,1,0
38,4,34,5,6,56,5,19,1
61,1,15,1,6,45,4,16,0
59,1,4,5,1,37,5,19,0
56,1,14,3,4,41,4,11,0
63,4,38,3,3,29,1,13,0
44,3,38,3,6,23,3,18,0
64,1,0,2,1,47,1,8,0
53,3,11,5,3,39,2,12,0
25,1,35,4,3,40,1,3,0
36,3,36,3,2,35,3,0,0
46,4,37,1,1,34,3,15,0
36,3,3,3,2,29,2,12,0
22,1,21,4,9,45,4,6,0
39,2,11,3,8,61,5,17,1
52,2,32,3,4,26,2,1,0
27,2,37,5,5,55,1,14,0
32,2,2,3,3,32,4,0,0
19,3,46,4,5,63,4,12,1
59,2,23,4,5,50,1,15,0
39,4,4,5,6,45,4,18,0
52,3,14,3,1,51,3,11,0
56,4,46,1,3,43,4,15,1
36,4,35,1,7,25,4,2,0
64,3,6,5,2,26,5,8,0
29,2,7,5,1,55,5,16,1
51,4,21,2,7,42,2,16,0
62,1,17,1,6,29,4,6,0
37,2,7,3,8,55,2,14,0
24,3,13,2,5,22,2,9,0
41,2,3,5,2,41,5,19,0
20,3,16,1,8,57,1,0,0
23,4,11,4,6,47,5,17,1
50,1,19,4,9,30,1,9,0
51,1,29,3,4,33,2,16,0
50,1,45,1,2,49,1,11,0
46,3,40,5,6,53,1,12,0
40,1,6,4,8,47,1,2,0
21,1,2,1,4,20,1,3,0
22,2,20,5,5,26,3,7,0
51,2,15,1,3,40,4,3,0
33,4,33,4,1,56,4,17,1
57,3,35,4,1,54,4,18,1
64,4,27,4,6,61,3,0,0
60,2,22,3,3,40,5,18,0
59,3,29,2,4,22,5,17,0
20,1,21,4,3,49,4,18,0
60,2,18,1,7,47,3,16,0
59,2,27,2,3,34,4,6,0
31,2,45,2,3,38,4,18,0
50,3,2,2,6,25,3,1,0
45,4,43,4,6,27,2,18,0
58,4,31,4,2,27,3,7,0
32,4,21,2,1,32,2,3,0
21,1,13,4,1,39,2,2,0
37,4,46,3,9,34,1,5,0
42,3,11,1,6,42,3,4,0
52,3,11,5,9,40,5,10,0
56,4,10,5,9,34,1,1,0
39,2,5,2,5,32,3,1,0
52,3,8,4,2,35,4,2,0
64,1,17,4,7,33,3,6,0
45,3,17,1,8,49,1,6,0
27,2,33,5,1,54,1,17,0
33,2,11,4,4,50,3,2,0
40,1,24,3,1,44,1,16,0
36,3,6,4,7,45,3,6,0
18,3,6,4,6,23,5,6,0
18,4,43,5,8,30,1,6,0
63,3,32,5,6,38,1,17,0
43,3,42,1,1,43,3,9,0
51,3,26,2,4,54,4,18,1
19,4,32,1,2,23,3,5,0
45,4,15,3,2,40,2,5,0
37,3,16,5,1,37,1,18,0
59,4,33,2,5,27,3,11,0
64,1,13,1,5,24,3,5,0
44,1,4,3,6,60,4,15,0
45,3,0,5,2,20,5,3,0
48,3,45,5,4,39,2,16,0
64,3,41,5,7,39,4,13,0
24,2,7,1,1,42,3,17,0
25,4,12,4,9,34,2,16,0
49,2,1,4,9,57,3,3,0
28,4,31,1,7,59,1,1,0
43,3,4,4,1,21,2,5,0
42,2,28,3,9,26,3,8,0
24,4,36,5,1,63,1,7,0
37,4,17,2,1,32,3,2,0
58,3,15,2,8,57,1,19,0
47,3,46,3,6,61,2,1,0
18,3,16,2,9,61,5,12,1
35,3,21,5,9,35,5,7,0
25,3,9,5,3,37,4,12,0
46,4,15,2,3,43,2,0,0
57,4,46,4,2,44,3,3,0
39,4,27,3,8,23,4,7,0
49,3,0,4,1,28,3,11,0
57,2,17,2,5,40,3,8,0
31,1,35,5,9,57,3,4,0
19,3,3,3,1,46,1,18,0
52,2,26,3,4,29,3,10,0
24,2,34,4,3,50,1,8,0
20,3,43,4,5,63,5,9,1
32,4,46,1,8,64,3,16,0
60,2,38,4,4,48,3,6,0
51,3,2,2,2,64,2,5,0
39,4,10,3,1,58,5,4,0
35,2,13,5,6,28,1,9,0
63,4,25,1,2,28,3,19,0
35,4,0,3,7,28,2,14,0
51,2,12,3,3,60,4,6,1
53,3,40,1,1,23,5,6,0
63,1,11,2,9,29,5,17,0
56,3,21,5,7,20,5,11,0
64,1,37,3,8,42,3,4,0
55,2,15,2,9,63,3,9,0
54,1,11,3,7,26,2,18,0
35,3,40,2,7,50,3,13,0
60,4,24,1,3,64,5,18,1
57,3,39,4,2,58,4,0,0
46,2,44,2,4,57,4,8,1
29,4,26,3,8,47,5,2,0
35,1,8,4,5,56,5,12,0
48,3,31,1,6,35,4,7,0
32,2,43,5,1,20,3,6,0
57,1,42,2,7,40,2,2,0
47,2,6,1,7,52,1,4,0
53,3,12,5,9,43,5,14,1
45,2,15,1,4,57,5,11,1
32,4,27,4,9,38,3,10,0
60,2,25,4,1,63,5,19,1
50,3,43,2,1,55,2,8,0
19,3,20,4,5,62,2,3,0
25,4,21,3,1,42,2,4,0
50,2,38,4,7,36,1,1,0
52,4,18,3,6,26,5,6,0
35,1,39,5,2,41,2,0,0
43,1,39,1,2,21,5,14,0
38,3,12,2,1,23,1,15,0
45,2,26,5,2,36,5,16,0
37,3,45,2,9,55,1,14,0
62,1,5,2,4,51,3,8,0
37,3,21,1,7,57,1,11,0
21,2,26,5,3,26,5,8,0
53,3,9,3,1,51,4,1,0
51,1,0,1,8,62,5,1,0
62,2,13,3,9,61,5,6,1
30,1,19,4,7,50,2,19,0
48,2,3,3,9,55,3,14,0
56,1,18,3,4,62,3,17,0
24,1,27,5,4,27,4,3,0
34,2,31,4,1,45,4,3,0
59,4,14,3,3,61,3,7,0
29,3,20,3,8,45,3,2,0
47,2,5,4,9,52,1,17,0
51,4,6,4,3,40,1,19,0
39,1,19,4,1,48,2,1,0
38,2,22,4,4,55,1,17,0
26,2,22,1,1,26,1,6,0
29,3,15,1,7,44,3,13,0
34,4,25,5,4,37,3,3,0
33,4,13,3,5,57,5,12,1
22,1,22,5,9,36,3,8,0
36,4,11,1,5,41,5,7,1
45,4,21,1,1,34,3,11,0
34,2,6,2,3,41,1,3,0
39,3,45,2,7,60,2,16,0
52,3,9,4,9,41,3,17,0
32,1,21,1,9,30,5,11,0
36,4,28,5,9,56,3,12,0
64,1,21,5,7,62,1,8,0
43,3,31,5,1,20,2,0,0
61,4,39,5,8,42,1,18,0
61,1,38,5,5,24,5,4,0
52,4,34,2,5,51,5,7,1
60,1,16,3,5,32,2,1,0
40,1,1,1,5,49,5,4,0
27,3,15,5,3,25,4,2,0
39,2,19,4,4,43,1,17,0
64,2,40,5,1,29,5,3,0
28,1,45,3,8,59,5,12,0
43,3,6,1,3,25,5,15,0
18,1,40,5,6,25,4,9,0
53,2,0,4,6,59,1,12,0
38,4,21,3,5,22,3,6,0
25,3,9,2,9,48,4,19,1
37,2,22,5,9,35,1,14,0
62,2,16,3,6,23,5,6,0
34,2,4,3,8,51,3,8,0
32,3,31,3,1,59,3,11,0
38,3,18,2,6,22,1,0,0
18,2,44,3,2,51,1,18,0
20,3,1,5,3,33,2,3,0
48,1,10,2,7,35,5,9,0
48,3,30,4,6,50,1,17,0
38,3,8,4,5,54,1,3,0
40,2,32,3,4,30,5,10,0
34,4,3,5,2,20,4,9,0
39,4,23,3,7,32,3,1,0
39,4,27,2,7,54,3,3,0
53,4,4,5,8,30,2,12,0
25,4,3,5,8,50,4,5,0
64,1,34,5,9,50,5,12,0
25,1,29,4,6,61,2,19,0
31,3,13,1,7,21,2,0,0
55,4,22,5,7,39,3,10,0
41,4,42,2,4,29,4,2,0
39,1,15,4,4,22,2,11,0
32,3,29,3,5,35,5,10,0
37,2,16,4,8,41,3,0,0
44,1,38,1,7,58,4,4,0
45,1,2,2,2,64,5,8,0
39,4,45,5,9,47,2,11,0
48,4,26,2,7,28,2,9,0
26,1,0,3,5,46,1,4,0
40,1,7,2,2,55,3,8,0
22,1,26,2,4,56,2,4,0
62,4,45,3,9,63,3,17,0
56,2,21,2,4,29,2,17,0
34,3,42,4,4,20,1,13,0
57,3,22,4,4,26,2,11,0
22,4,28,5,2,40,3,8,0
24,2,14,4,3,57,4,12,1
25,2,33,1,4,36,4,19,0
24,2,41,2,5,39,4,5,0
39,3,28,2,4,35,5,5,0
61,2,34,3,7,52,3,1,0
55,1,24,5,1,37,2,1,0
38,3,45,4,4,30,1,10,0
21,2,41,5,4,28,3,13,0
49,1,37,4,2,38,2,19,0
46,3,24,3,7,59,5,10,1
47,1,13,1,1,49,1,5,0
20,2,46,2,9,59,3,12,0
22,4,15,2,2,34,3,12,0
36,2,12,1,4,48,3,17,0
25,1,4,2,7,23,2,6,0
54,4,9,5,4,35,1,6,0
48,2,16,1,2,36,5,4,0
44,1,7,1,2,25,5,4,0
30,2,21,1,4,21,1,15,0
59,3,5,5,4,43,3,7,0
23,2,33,5,3,25,2,3,0
18,3,9,1,9,29,4,0,0
47,4,4,4,1,25,2,5,0
28,4,19,5,7,35,3,11,0
58,4,27,2,7,33,2,2,0
48,3,13,5,8,49,2,18,0
33,1,25,3,3,23,5,7,0
32,2,33,3,9,22,5,2,0
22,1,29,5,7,52,5,6,0
32,4,44,2,3,40,1,8,0
18,4,39,3,3,21,1,15,0
32,4,35,3,1,32,5,6,0
53,2,13,2,6,58,3,7,0
56,3,3,3,5,31,5,13,0
25,4,43,4,9,52,3,4,0
39,2,34,4,7,57,2,13,0
44,1,35,2,4,33,5,17,0
51,1,27,5,6,27,4,0,0
47,3,3,2,6,61,2,13,0
29,4,21,2,1,21,5,3,0
19,4,37,4,2,61,4,11,1
63,4,34,2,5,33,1,9,0
55,3,5,1,5,57,3,3,0
39,4,8,1,7,60,3,10,0
34,1,8,4,9,27,5,5,0
52,3,22,5,4,35,3,15,0
59,3,32,5,6,31,1,5,0
62,4,4,2,8,47,3,3,0
40,1,14,1,1,40,2,10,0
46,1,34,3,3,64,5,18,0
46,1,7,3,9,31,2,15,0
36,4,45,5,8,34,2,10,0
34,1,21,1,7,44,4,7,0
25,1,45,2,3,63,3,8,0
24,4,39,5,7,50,4,14,1
28,3,23,2,3,41,2,5,0
20,4,45,3,5,59,1,14,0
19,4,12,2,9,52,3,11,0
36,2,12,5,4,33,3,6,0
45,2,32,2,8,63,4,16,1
45,2,20,2,3,38,3,2,0
42,3,12,5,2,35,3,11,0
28,1,44,5,5,28,2,17,0
57,4,7,5,6,44,1,7,0
60,4,6,5,3,60,3,2,0
19,3,12,1,3,52,3,17,0
29,4,45,4,7,51,2,16,0
58,1,0,5,8,61,2,1,0
55,3,27,1,5,63,5,17,1
29,3,35,1,2,31,2,11,0
42,3,40,5,1,59,4,11,1
54,2,45,3,4,50,4,11,1
48,3,34,3,8,55,4,17,1
34,3,20,1,6,35,3,16,0
29,3,1,5,6,35,4,14,0
47,3,24,4,8,30,3,15,0
19,3,22,5,4,54,4,17,1
33,3,20,2,2,48,2,11,0
18,1,16,1,5,56,5,3,0
51,3,23,4,4,22,5,2,0
62,1,32,5,7,41,2,12,0
18,1,15,2,1,29,1,19,0
53,3,16,4,3,45,3,1,0
20,4,15,3,7,52,5,10,1
51,4,4,5,1,51,3,11,0
29,4,34,4,7,25,2,12,0
62,4,8,1,5,46,2,12,0
44,3,29,3,2,41,1,19,0
54,2,40,5,1,48,4,5,1
42,4,46,2,6,61,3,1,0
29,4,21,5,6,53,2,6,0
50,2,37,2,2,58,5,13,1
26,1,39,1,1,51,5,12,0
18,2,36,4,7,52,4,6,1
40,2,39,3,1,30,2,12,0
45,4,15,4,5,20,4,2,0
20,2,21,5,1,21,4,4,0
55,2,26,1,2,21,5,16,0
53,2,6,3,4,44,3,10,0
61,4,37,2,5,57,3,10,0
61,2,28,1,9,27,3,10,0
22,3,39,3,3,63,4,12,1
46,4,40,1,2,24,2,5,0
30,4,45,3,4,25,3,18,0
61,2,32,1,6,25,4,7,0
21,4,34,2,3,30,4,7,0
23,1,25,3,8,58,3,9,0
55,2,14,4,9,29,5,7,0
23,4,23,5,4,22,5,0,0
28,2,2,3,1,37,2,13,0
44,2,4,1,7,53,1,14,0
63,2,20,4,8,35,1,1,0
52,1,9,5,7,25,4,3,0
57,4,25,2,2,23,1,18,0
21,3,38,4,9,50,4,4,0
44,1,3,2,6,49,4,15,0
33,1,34,3,1,44,5,1,0
35,3,18,4,3,47,2,9,0
24,1,4,3,8,35,2,8,0
28,1,5,3,4,23,5,3,0
25,2,14,3,9,52,3,6,0
23,3,5,1,2,37,2,15,0
22,3,44,4,5,24,1,8,0
23,4,21,2,3,33,5,18,0
55,1,3,5,5,23,2,9,0
19,4,14,2,3,64,1,3,0
48,3,30,3,9,51,2,10,0
56,3,28,2,1,33,1,17,0
49,3,22,2,4,55,1,14,0
26,3,1,5,3,32,2,1,0
32,3,4,3,1,33,5,2,0
38,2,41,4,1,56,3,6,0
63,1,3,2,7,57,2,12,0
45,3,4,4,3,27,5,8,0
62,4,31,5,8,45,1,16,0
44,1,46,1,4,51,1,3,0
22,3,15,5,5,49,3,16,0
34,3,35,3,7,47,3,0,0
54,3,3,2,7,21,1,8,0
41,2,8,1,2,32,2,13,0
48,3,28,2,1,46,4,5,1
52,2,1,5,5,42,4,14,0
58,2,27,2,4,61,2,7,0
58,2,13,2,9,27,1,10,0
21,3,0,4,8,49,1,3,0
37,1,37,3,4,35,1,11,0
60,4,36,4,5,28,5,15,0
34,4,40,5,8,29,1,5,0
63,1,38,2,9,60,2,5,0
27,2,19,5,2,58,5,4,0
54,4,45,1,2,26,4,8,0
38,4,44,4,4,40,1,12,0
38,4,16,2,1,60,1,7,0
33,2,15,5,4,51,2,1,0
50,1,42,5,9,24,1,0,0
27,4,2,5,2,36,2,5,0
61,1,9,1,8,45,2,0,0
35,2,45,5,8,27,1,7,0
50,3,4,3,6,27,1,17,0
46,4,16,4,9,28,2,8,0
48,4,8,2,6,57,5,11,1
41,1,41,3,5,38,1,11,0
29,2,8,4,1,38,5,13,0
37,1,21,5,1,47,2,1,0
23,3,37,4,5,22,1,19,0
25,3,19,1,3,33,4,19,0
31,1,46,3,4,32,2,6,0
22,1,9,5,2,45,4,0,0
53,3,42,4,1,38,1,19,0
55,3,10,4,2,21,2,1,0
20,2,12,3,9,59,4,11,1
53,1,27,5,9,48,1,5,0
39,1,43,4,6,31,5,8,0
25,2,5,5,5,28,3,0,0
31,1,16,1,3,55,2,5,0
24,2,7,5,8,28,5,13,0
21,3,26,1,4,57,1,9,0
36,4,14,2,8,59,5,9,1
60,4,17,2,7,56,2,9,0
64,3,17,3,3,45,2,9,0
41,3,31,1,4,26,3,1,0
33,4,18,4,6,41,2,5,0
23,2,7,5,3,52,4,8,1
61,2,31,5,5,44,3,3,0
25,4,30,1,7,29,3,10,0
42,3,1,4,3,38,2,12,0
49,2,37,4,3,57,2,19,0
42,2,45,1,4,60,2,4,0
27,3,35,3,7,24,3,5,0
60,3,27,1,7,52,1,9,0
58,4,21,4,6,34,5,15,0
34,2,42,2,2,28,2,5,0
63,4,31,1,3,52,3,2,0
20,1,13,5,2,48,4,1,0
26,2,3,3,2,59,1,8,0
35,4,40,5,9,35,2,17,0
47,4,9,1,8,39,4,4,0
22,1,40,5,1,20,3,14,0
49,1,29,4,3,63,2,4,0
44,3,45,1,4,24,5,19,0
38,2,36,3,6,22,4,2,0
41,4,22,3,7,36,2,3,0
55,2,4,5,4,35,1,16,0
20,1,6,1,4,54,1,3,0
33,2,38,2,9,33,4,4,0
32,4,23,5,5,21,2,6,0
42,3,13,5,9,29,2,11,0
25,2,39,4,6,27,5,10,0
58,4,0,1,8,31,5,5,0
21,3,41,2,2,42,2,8,0
49,4,19,5,5,43,3,10,0
62,2,19,1,3,51,5,13,1
52,3,46,3,8,43,3,3,0
47,1,34,2,6,20,1,16,0
56,2,43,3,1,20,1,12,0
47,1,35,1,4,29,1,7,0
34,4,35,1,7,27,5,17,0
36,1,11,4,5,46,3,19,0
48,2,31,2,1,41,5,1,0
34,4,8,2,2,22,1,0,0
19,2,29,3,8,55,3,0,0
54,1,31,3,7,48,1,1,0
46,3,14,2,7,25,5,6,0
47,2,8,2,1,46,3,18,0
60,3,8,4,7,52,5,2,0
39,3,3,2,9,46,1,4,0
55,3,40,1,3,32,2,9,0
28,2,25,1,7,28,2,12,0
50,2,23,4,5,29,1,12,0
36,1,28,3,5,44,5,4,0
20,2,2,3,7,34,4,19,0
57,4,13,5,2,20,2,18,0
39,4,9,4,1,36,3,17,0
35,2,13,4,6,60,5,12,1
62,2,5,1,8,29,4,14,0
47,4,9,1,7,54,2,7,0
18,1,5,5,1,34,1,10,0
37,3,19,5,9,41,3,12,0
22,2,36,1,5,45,5,12,1
29,3,11,1,8,21,5,14,0
28,2,35,2,9,52,5,4,0
41,2,30,5,8,57,4,1,0
35,2,28,2,2,28,2,16,0
25,2,26,2,4,27,4,4,0
46,1,16,2,2,42,3,16,0
39,1,14,1,4,56,3,2,0
62,3,2,4,3,43,1,4,0
19,2,27,1,7,21,3,6,0
40,2,36,1,2,60,4,7,1
33,2,17,3,2,38,2,14,0
